Resource Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling	FAIR Issues	FAIR Score
European Prevention of Alzheimer's Dementia Consortium	EPAD	Alzheimer's Disease; dementia; controls	https://github.com/bozdaglab/DyEPAD	bozdaglab	Cagri-Ozdemir; serdarbozdag	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Blood-based microRNA Biomarkers GSE46579	GSE46579	Alzheimer's Disease; Normal Controls	https://github.com/cepdnaclk/e15-4yp-Revealing-miRNA-Biomarkers-for-Alzheimer-s-Disease-using-NGS	cepdnaclk	hasiniThilakarathn4; Vidwa; Imalshadinu	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
RNA-seq of Alzheimer's Patients GSE53697	GSE53697	Alzheimer's Disease; Normal Controls	https://github.com/AratrikaB-tech/Alzheimer-Transcriptomics-DGE	AratrikaB-tech	AratrikaB-tech	R					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/infomindgithub/Machine-Learning-Engineer-Nanodegree-Capstone-PROJECT-ANALYSIS	infomindgithub	infomindgithub	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/tamap94/ds-capstone-alzheimers-	tamap94	ValleSoYeah; tamap94; deneick; leo92ra	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/MASILab/Capstone_WhiteMatterML	MASILab	ok-tsar	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/bstephan-smu/spring-2021-capstone	bstephan-smu	DustinBracy; bstephan-smu; urbandj; 7446Nguyen	HTML					No Version Info; No Container; No Environment Spec	7
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/denise-remhof/Data-Science-Alzheimers-Capstone	denise-remhof	denise-remhof	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/mrinal18/Alzheimer-Prediction-CapsNets	mrinal18	mrinal18	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/jvgalvin/capstone	jvgalvin	landmund; jvgalvin; paul590; iamick	Jupyter Notebook					No Version Info; No Environment Spec	8
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/jaddasony10/CAPSTONE-FaceAid-AI-Based-Facial-Recognition-Support-System-For-Alzheimer-Memory-Loss-Patients	jaddasony10	jaddasony10	EJS					No Version Info; No Container; No Environment Spec	7
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/infomindgithub/Machine-Learning-Engineer-Nanodegree-Capstone-PROJECT-PROPOSAL	infomindgithub	infomindgithub	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/MarkUchendu/Alzheimer_Capstone	MarkUchendu	MarkUchendu	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/rohanchidrewar05/smart_cap	rohanchidrewar05	rohanchidrewar05	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/ClaeymanDamien/Alzheimer-Center-Manager	ClaeymanDamien	ClaeymanDamien	PHP					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/AkileshD/capstone-project	AkileshD	AkileshD; dhanushkumar-karuppasamy	Python					No Version Info; No Container; No Environment Spec	7
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/adrianadu/capstone_Alzheimer	adrianadu	adrianadu	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Kur1su0/Efficient-CapsNet-for-Alzheimer-Disease-Classification	Kur1su0	Kur1su0						No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Hemant-Sachdev/Capstone_project_Alzheimers	Hemant-Sachdev	Hemant-Sachdev	Python					No Version Info; No Container; No Environment Spec	7
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/pcsingh812/Alzheimer_Diagnosis_Capstone	pcsingh812	pcsingh812; yeskaycodes	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/nazirxz/capstone-project-alzheimer	nazirxz	nazirxz; gmichaelll; nicolaswonoadi	Kotlin					No Version Info; No Container; No Environment Spec	7
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/sandrayu49/Berkeley_AI_Capstone_Alzheimer	sandrayu49	sandrayu49	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/aryanm5/cosmos-capstone	aryanm5	aryanm5; johnivanov04	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/mmimet/GBC-capstone-Alzheimer-Brain-Tumor	mmimet	mmimet	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/adrianadu/Capstone_project2025	adrianadu	adrianadu	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/kristinslevine/Capstone-Group4-Kristin-Levine	kristinslevine	kristinslevine	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/kavlabs/capsule-network-for-the-classification-of-mri-images-into-alzheimer-s-and-parkinson-s	kavlabs	kavlabs	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/liliu-data/mlzoomcamp_capstone2	liliu-data	liliu-data	Python					No Dependencies; No Version Info; No Environment Spec	7
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Achaltheplant/Capstone-Project	Achaltheplant	Achaltheplant; ashokvenki	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/grahamheather/CS4970W-Capstone	grahamheather	MasonFlint44; grahamheather; meyerben	Python					No Version Info; No Container; No Environment Spec	7
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/cafesmire/capstone_parkinsons	cafesmire	cafesmire	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/vallakkivasisht/parkinsons_capstone	vallakkivasisht	vallakkivasisht	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/deands1073/Parkinson-s-Capstone	deands1073	deands1073						No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/NancyYan21/capstone_project_NY	NancyYan21	NancyYan21	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Doren1/MBE-Capstone-Project	Doren1	Doren1; doha-kim01	C#					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/jayant1818/Capstone-Project-Group-91--Designing-an-appsuite-for-early-detection-of-Parkinson-s-disease	jayant1818	jayant1818	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/RameesaNasrin/Capstone-Project_-Prediction-of-Unified-Parkinson-s-Disease-Rating-Scale-UPDRS-with-voice-measures-	RameesaNasrin	RameesaNasrin	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Alyssa-286/PDCompanion	Alyssa-286	Alyssa-286; Ankit-iyk	JavaScript					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/ds5500/OHDSI-dementia-capstone	ds5500	edwardjwong08; Ehsanhaghian; karthikvarunn	Python					No Dependencies; No Version Info; No Container	7
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/royc0003/PEAR-NTU-Capstone-Project	royc0003	royc0003						No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/ForeverKuku/CapstoneProjectDementiaCareApp	ForeverKuku	Faithswen; ForeverKuku; Kellen-ira	JavaScript					No README; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/michelpf/mldn-capstone-dementia-prediction	michelpf	michelpf	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Doc3ric/Capstone_Iot_Wearable_for_dementia	Doc3ric	Doc3ric; jamaicadumatal12	Java					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/cerebralabs-qk/CEREBRA-DX-Capstone	cerebralabs-qk	cerebralabs-qk						No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/tgrey2024/capstone	tgrey2024	tgrey2024	JavaScript					No Container; No Environment Spec	8
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/pranav-kapoor24/Memory-Capsule-	pranav-kapoor24		Python					No README; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/CarlosC27/Aegeliss-Capstone-Project	CarlosC27	CarlosC27						No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/danderfer/Comp_Sci_Sem_2	danderfer	danderfer	Python					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/CAPRDZV/Capsulepaper	CAPRDZV	cymqqqq						No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/tonykim07/fNIRS	tonykim07	tonykim07; Bellahuang3715; wuingrid; kev-liuht	C					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/PrasoonPratham/brainrot-lang	PrasoonPratham	PrasoonPratham	C++					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/changspencer/Tumor-CapsNet	changspencer	changspencer; CameronFredrickson; jakep11	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/ericabusch/tphate_analysis_capsule	ericabusch	ericabusch	Jupyter Notebook					No Dependencies; No Version Info; No Container	7
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/SSShawnJ/Capstone-Brainwave_Controller	SSShawnJ	SSShawnJ; JieJeanL; LAwRenCEKK	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/PeZeqo/capstone_pokemon_bci	PeZeqo	PeZeqo; salzaabi; zeleznikm1	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/salsbeas/BrainStationCapstone	salsbeas	salsbeas	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/AryaPatel1111/Brain-Tumor-CapsNet	AryaPatel1111	AryaPatel1111	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/thingkilia2507/Brain_BangkitCapstoneProject	thingkilia2507	thingkilia2507; philipalexander01; celine-setyawan; millerama17; jefriismail; nandosultan258	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/kanchitank/AWS-MLE-Nanodegree-Capstone	kanchitank	kanchitank	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
